2.2258,1.0,1.0,1.0,0.2,0.0113483043387532,5.53553554
2.2663,1.1,1.0,1.0,0.2,0.0119314771145582,5.43543544
2.3032,1.2,1.0,1.0,0.2,0.0128542333841323,5.35535536
2.3372,1.3,1.0,1.0,0.2,0.0129988510161638,5.31531532
2.3687,1.4,1.0,1.0,0.2,0.0135041736066341,5.27527528
2.3981,1.5,1.0,1.0,0.2,0.015297340229153633,5.57557558
2.4255,1.6,1.0,1.0,0.2,5.883332252502441,0.02002003
2.4513,1.7,1.0,1.0,0.2,6.009043216705322,0.02002003
2.4757,1.8,1.0,1.0,0.2,6.128976821899414,0.02002003
2.4987,1.9,1.0,1.0,0.2,6.243572235107422,0.02002003
2.5206,2.0,1.0,1.0,0.2,6.353867053985596,0.02002003
2.2258,1.0,1.0,1.1,0.2,0.0129647692665457,5.50550551
2.2258,1.0,1.0,1.2,0.2,0.0129649573937058,5.58558559
2.2258,1.0,1.0,1.3,0.2,0.0129836052656173,5.68568569
2.2258,1.0,1.0,1.4,0.2,4.954981327056885,0.02002003
2.2258,1.0,1.0,1.5,0.2,4.954514503479004,0.02002003
2.2258,1.0,1.0,1.6,0.2,4.954385280609131,0.02002003
2.2258,1.0,1.0,1.7,0.2,4.954981327056885,0.02002003
2.2258,1.0,1.0,1.8,0.2,4.954514503479004,0.02002003
2.2258,1.0,1.0,1.9,0.2,4.954385280609131,0.02002003
2.2258,1.0,1.0,2.0,0.2,4.954385280609131,0.02002003
2.0971,1.0,1.1,1.0,0.2,0.0145384632050991,5.55555556
1.9839,1.0,1.2,1.0,0.2,0.0253472253680229,5.67567568
1.8837,1.0,1.3,1.0,0.2,3.5489695072174072,0.02002003
1.7943,1.0,1.4,1.0,0.2,3.2199831008911133,0.02002003
1.7139,1.0,1.5,1.0,0.2,2.9375507831573486,0.02002003
1.6412,1.0,1.6,1.0,0.2,2.693670749664306,0.02002003
1.5752,1.0,1.7,1.0,0.2,2.4818882942199707,0.02002003
1.5149,1.0,1.8,1.0,0.2,2.2950804233551025,0.02002003
1.4596,1.0,1.9,1.0,0.2,2.1310088634490967,0.02002003
1.4086,1.0,2.0,1.0,0.2,1.9844199419021609,0.02002003
1.8815,1.0,1.0,1.0,0.3,3.5406343936920166,0.02002003
1.6349,1.0,1.0,1.0,0.4,2.672985315322876,0.02002003
1.4398,1.0,1.0,1.0,0.5,2.0729479789733887,0.02002003
1.2756,1.0,1.0,1.0,0.6,1.4424456357955933,2.07207208
1.1312,1.0,1.0,1.0,0.7,0.7360783219337463,2.73273274
0.9998,1.0,1.0,1.0,0.8,0.2260673195123672,2.8928929
0.8762,1.0,1.0,1.0,0.9,0.7682799696922302,0.02002003
0.7562,1.0,1.0,1.0,1.0,0.5720362067222595,0.02002003
0.6355,1.0,1.0,1.0,1.1,0.4039007127285003,0.02002003
0.5077,1.0,1.0,1.0,1.2,0.0902856513857841,2.06206207
